question1,question2,is_duplicate
What is the best way to begin learning sleep hygiene?,How much does sleep hygiene cost?,0
Where should someone new to sleep hygiene begin?,How can a beginner start out with sleep hygiene?,1
How do I get started with espresso?,Where should someone new to espresso begin?,1
What are the risks of sleep hygiene?,How much does sourdough bread cost?,0
What is the history of quantum computing?,Where should someone new to remote work begin?,0
How do I get started with climate change?,Who invented climate change?,0
What is the best way to begin learning Python?,Why is Python controversial?,0
How do I get started with the water cycle?,What is the best way to begin learning the water cycle?,1
What is the best way to begin learning machine learning?,What is the history of machine learning?,0
What is the best way to begin learning espresso?,How do I get started with espresso?,1
What is the best way to begin learning rock climbing?,How can a beginner start out with rock climbing?,1
What is the best way to begin learning the immune system?,How much does the immune system cost?,0
What is the best way to begin learning REST APIs?,Who invented REST APIs?,0
What is the best way to begin learning machine learning?,How can a beginner start out with machine learning?,1
How can a beginner start out with machine learning?,Who invented machine learning?,0
How can a beginner start out with sourdough bread?,What is the history of the water cycle?,0
Where should someone new to sleep hygiene begin?,How do I get started with sleep hygiene?,1
How do I get started with remote work?,What are the risks of electric cars?,0
What is the best way to begin learning sourdough bread?,Where should someone new to sourdough bread begin?,1
How can a beginner start out with the violin?,Where should someone new to the violin begin?,1
How can a beginner start out with electric cars?,How do I get started with electric cars?,1
How can a beginner start out with machine learning?,Who invented machine learning?,0
What is the best way to begin learning the stock market?,What are the risks of the stock market?,0
What is the best way to begin learning the Roman empire?,How much does the Roman empire cost?,0
What is the best way to begin learning Python?,How do I get started with Python?,1
Where should someone new to the Roman empire begin?,How much does espresso cost?,0
Where should someone new to rock climbing begin?,Who invented rock climbing?,0
What are the risks of PostgreSQL?,Who invented quantum computing?,0
How can a beginner start out with the Roman empire?,How do I get started with the Roman empire?,1
How do I get started with sourdough bread?,How can a beginner start out with sourdough bread?,1
How can a beginner start out with Python?,What are the risks of Python?,0
How can a beginner start out with sourdough bread?,Why is sourdough bread controversial?,0
